kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect2_sp_mad_iter_1024_kernel	1	1	153332	6864	599249	1345185	195229	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	2236824	0	0	0	0	599249	0	599249	9364	299624	0	199750	0	199750	599249	99875	172	399500	599249	0	0	1892089	0	0	
vect2_sp_mad_iter_1024_kernel	1	2	152833	6886	601144	1362708	194983	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	265232	0	0	0	0	601144	0	601144	9393	300572	0	200382	0	200381	601144	100190	181	400763	601144	0	0	1831054	0	0	
vect2_sp_mad_iter_1024_kernel	1	4	152832	6014	524956	1163907	194583	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	518496	0	0	0	0	524956	0	524956	8203	262478	0	174986	0	174985	524956	87492	204	349971	524956	0	0	1586914	0	0	
vect2_sp_mad_iter_1024_kernel	1	8	152749	6816	594955	1342338	195053	0	0	0	1	0	0	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	8328	0	0	0	0	0	0	0	0	0	0	0	2049	265248	0	0	0	0	594955	0	594955	9296	297478	0	198318	0	198318	594955	99159	177	396636	594955	0	0	1647949	0	0	
vect2_sp_mad_iter_1024_kernel	1	16	160333	6079	530616	1183075	203088	0	0	0	1	0	0	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	16484	0	0	0	0	0	0	0	0	0	0	0	4098	272768	0	0	0	0	530616	0	530616	8290	265308	0	176872	0	176872	530616	88436	176	353744	530616	0	0	1831054	0	0	
vect2_sp_mad_iter_1024_kernel	1	32	163666	7004	611443	1379813	206219	0	0	0	1	0	0	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	32796	0	0	0	0	0	0	0	0	0	0	0	8196	979960	0	0	0	0	611443	0	611443	9554	305721	0	203814	0	203814	611443	101907	153	407629	611443	0	0	1892089	0	0	
vect2_sp_mad_iter_1024_kernel	1	64	163833	7019	612723	1384447	206831	0	0	0	2	0	0	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	65592	0	0	0	0	0	0	0	0	0	0	0	16392	276344	0	0	0	0	612723	0	612723	9574	306361	0	204241	0	204241	612723	102121	171	408482	612723	2685546	10314941	1708984	488281	0	
vect2_sp_mad_iter_1024_kernel	1	128	163749	6103	532733	1194057	206251	0	0	0	4	0	0	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	131184	0	0	0	0	0	0	0	0	0	0	0	32784	275256	0	0	0	0	532733	0	532733	8324	266367	0	177578	0	177577	532733	88788	172	355155	532733	0	0	1525878	0	0	
vect2_sp_mad_iter_1024_kernel	1	256	178000	7125	622010	1412814	221098	0	0	0	8	0	0	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	262368	0	0	0	0	0	0	0	0	0	0	0	65568	291328	0	0	0	0	622010	0	622010	9719	311005	0	207336	0	207337	622010	103669	180	414673	622010	0	0	1953125	0	0	
vect2_sp_mad_iter_1024_kernel	2	256	197749	7284	635864	1464318	241846	0	0	0	16	0	0	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	524736	0	0	0	0	0	0	0	0	0	0	0	131136	311104	0	0	0	0	635864	0	635864	9936	317932	0	211955	0	211954	635864	105977	193	423909	635864	0	0	1953125	0	0	
