kernel	block size	threads per block	OCL_TIME	TIMESTAMP	GPU_TICKS	REASON	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	B0	B1	B2	B3	B4	B5	B6	B7	C0	C1	C2	C3	C4	C5	C6	C7	PSYS_ENERGY	PACKAGE_ENERGY	PP0_ENERGY	DRAM_ENERGY	RAPL_ENERGY_GPU
vect2_sp_div_iter_1024_kernel	1	1	191166	7324	639329	1463038	235252	0	0	0	1	0	0	48	48	48	48	48	48	48	48	48	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	2049	304504	0	0	0	0	639329	0	639329	9989	319664	0	213110	0	213110	0	106555	175	426220	639329	2624511	10131835	1892089	488281	0	
vect2_sp_div_iter_1024_kernel	1	2	191000	7324	639354	1462348	234887	0	0	0	1	0	0	48	48	48	48	48	48	48	48	48	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	2049	305032	0	0	0	0	639354	0	639354	9990	319677	0	213118	0	213118	639354	106559	337344	426236	639354	2746582	10009765	2136230	488281	0	
vect2_sp_div_iter_1024_kernel	1	4	191166	7323	639295	1469164	234779	0	0	0	1	0	0	48	48	48	48	48	48	48	48	48	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	2049	304960	0	0	0	0	639295	0	639295	9989	319647	0	213098	0	213098	639295	106549	180	426197	639295	2746582	10742187	2136230	488281	0	
vect2_sp_div_iter_1024_kernel	1	8	190833	6494	566889	1273884	234973	0	0	0	1	0	0	48	48	48	48	48	48	48	48	48	48	48	48	48	48	0	0	0	0	0	0	0	0	0	0	0	2049	304832	0	0	0	0	566889	0	566889	8857	283445	0	188963	0	188963	566889	94481	1008	377926	566889	0	0	1831054	0	0	
vect2_sp_div_iter_1024_kernel	1	16	203666	7438	649350	1486861	248221	0	0	0	1	0	0	76	76	76	76	76	76	76	76	76	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	4098	765408	0	0	0	0	649350	0	649350	10146	324675	0	216450	0	216450	649350	108225	649350	432900	649350	2746582	10070800	2136230	488281	0	
vect2_sp_div_iter_1024_kernel	1	32	233333	7857	685910	1587199	278833	0	0	0	1	0	0	132	132	132	132	132	132	132	132	132	132	132	132	132	132	0	0	0	0	0	0	0	0	0	0	0	8196	348256	0	0	0	0	685910	0	685910	10717	342955	0	228636	0	228637	685910	114319	203	457273	685910	0	0	2258300	0	0	
vect2_sp_div_iter_1024_kernel	1	64	233416	7931	692340	1607443	279619	0	0	0	2	0	0	264	264	264	264	264	264	264	264	264	264	264	264	264	264	0	0	0	0	0	0	0	0	0	0	0	16392	788568	0	0	0	0	692340	0	692340	10818	346170	0	230780	0	230780	692340	115390	183	461560	692340	2624511	10375976	2319335	427246	0	
vect2_sp_div_iter_1024_kernel	1	128	233333	6954	607081	1391566	279127	0	0	0	4	0	0	528	528	528	528	528	528	528	528	528	528	528	528	528	528	0	0	0	0	0	0	0	0	0	0	0	32784	600664	0	0	0	0	607081	0	607081	9485	303541	0	202360	0	202361	607081	101180	187	404721	607081	0	0	1892089	0	0	
vect2_sp_div_iter_1024_kernel	1	256	248249	8018	699920	1625706	294881	0	0	0	8	0	0	1056	1056	1056	1056	1056	1056	1056	1056	1056	1056	1056	1056	1056	1056	0	0	0	0	0	0	0	0	0	0	0	65568	365600	0	0	0	0	699920	0	699920	10936	349960	0	233307	0	233306	699920	116653	184	466613	699920	2868652	10864257	2075195	549316	0	
vect2_sp_div_iter_1024_kernel	2	256	264083	8207	716438	1689194	311283	0	0	0	16	0	0	2112	2112	2112	2112	2112	2112	2112	2112	2112	2112	2112	2112	2112	2112	0	0	0	0	0	0	0	0	0	0	0	131136	381728	0	0	0	0	716438	0	716438	11194	358219	0	238812	0	238813	716438	119407	201	477625	716438	0	0	2502441	0	0	
